Date,Open,High,Low,Close,Volume,Year
23-04-2012,1710.1,1719.8,1666.2,1675.7,271771,2012
24-04-2012,1665.4,1685,1635,1648.05,273272,2012
25-04-2012,1642.1,1686.8,1640.65,1654.7,348725,2012
26-04-2012,1648.5,1668.85,1601,1606.45,507708,2012
27-04-2012,1610,1634,1580,1582.4,250912,2012
28-04-2012,1599,1599,1578.6,1591.05,13002,2012
30-04-2012,1594.9,1630.8,1578.4,1624.45,569158,2012
02-05-2012,1624,1638.9,1585,1592.15,455150,2012
03-05-2012,1586,1590,1524.3,1560.5,747841,2012
04-05-2012,1559,1559,1492,1502.95,1206447,2012
07-05-2012,1495,1529.85,1470.4,1518.1,849042,2012
08-05-2012,1525,1532.2,1481.1,1489.95,721085,2012
09-05-2012,1480,1528.5,1471.85,1518.2,449675,2012
10-05-2012,1527.05,1548.95,1492,1503.75,363771,2012
11-05-2012,1490,1566.1,1486.1,1558.15,324933,2012
14-05-2012,1577,1599,1551.1,1586.9,771726,2012
15-05-2012,1582.25,1619,1567.4,1608.65,564739,2012
16-05-2012,1595,1629,1572.65,1614.35,420813,2012
17-05-2012,1630,1637.5,1561,1575.35,1347787,2012
18-05-2012,1534,1555,1523.25,1528.5,419088,2012
21-05-2012,1535.2,1540,1498,1517.45,438608,2012
22-05-2012,1521,1537,1494.05,1507.25,537075,2012
23-05-2012,1496,1496.55,1475.25,1487,662611,2012
24-05-2012,1469,1508,1455.1,1500.65,317883,2012
25-05-2012,1507.15,1525,1481.1,1492.75,508349,2012
28-05-2012,1495,1519.95,1490,1515.9,222665,2012
29-05-2012,1525,1533.05,1494,1529.25,502749,2012
30-05-2012,1526,1529,1505.05,1521,320035,2012
31-05-2012,1500,1530.9,1496.15,1511.4,557963,2012
01-06-2012,1508,1514.4,1485.1,1498.8,513157,2012
04-06-2012,1480,1504.5,1452.8,1496.45,354252,2012
05-06-2012,1482.65,1498.9,1480,1492.3,562186,2012
06-06-2012,1500,1550,1498,1541.1,505154,2012
07-06-2012,1550,1567,1533.15,1544,504257,2012
08-06-2012,1540,1540,1515,1527.35,529633,2012
11-06-2012,1532.25,1576.4,1532.25,1563.45,890334,2012
12-06-2012,1558,1582.4,1548.1,1570.95,585258,2012
13-06-2012,1570,1578.5,1544.1,1560.5,366237,2012
14-06-2012,1550,1577,1539,1549.9,334879,2012
15-06-2012,1547.9,1550,1515,1527.3,1652948,2012
18-06-2012,1539.5,1555,1520,1542.45,327747,2012
19-06-2012,1540,1545.15,1526,1535.4,199100,2012
20-06-2012,1535,1541,1528.65,1535.2,527580,2012
21-06-2012,1531.8,1545,1516.2,1536.25,618693,2012
22-06-2012,1524,1558.85,1524,1545.4,435310,2012
25-06-2012,1546.25,1559.85,1538.1,1548.4,292270,2012
26-06-2012,1549.75,1567,1542,1558.35,330128,2012
27-06-2012,1562.4,1568.8,1551.95,1558.75,289380,2012
28-06-2012,1560,1567,1545,1550.25,330958,2012
29-06-2012,1571,1579,1556.1,1572.85,373990,2012
02-07-2012,1575,1580,1548.05,1558.1,436558,2012
03-07-2012,1552.3,1572,1550.1,1561.95,342167,2012
04-07-2012,1570,1590.9,1558,1583.2,735299,2012
05-07-2012,1552,1563,1545.15,1555.95,529214,2012
06-07-2012,1553,1562.1,1531.25,1539.2,469624,2012
09-07-2012,1530,1534.5,1491.2,1505.7,370594,2012
10-07-2012,1510,1535.55,1505.1,1524.4,296711,2012
11-07-2012,1520,1520,1500.05,1511.5,376183,2012
12-07-2012,1505,1517.95,1485,1490.6,390285,2012
13-07-2012,1495.2,1503.65,1484.1,1499.05,323062,2012
16-07-2012,1505,1511.7,1481,1486.45,375382,2012
17-07-2012,1490,1493.1,1431.7,1445.05,1111465,2012
18-07-2012,1445,1525,1425.1,1520.9,2626124,2012
19-07-2012,1530,1565,1506,1547.8,1265315,2012
20-07-2012,1523.05,1596,1523.05,1592.1,1168722,2012
23-07-2012,1580,1588.8,1556,1561.4,405812,2012
24-07-2012,1552,1579.8,1550.85,1559.25,362740,2012
25-07-2012,1545,1569.8,1534,1560.95,553441,2012
26-07-2012,1565,1596.95,1565,1582.45,719168,2012
27-07-2012,1596.95,1605.9,1570.5,1583.25,221820,2012
30-07-2012,1585,1611.7,1579,1604.9,413292,2012
31-07-2012,1607.7,1618.3,1586.1,1604.3,503997,2012
01-08-2012,1590.25,1629,1590.25,1615.15,525071,2012
02-08-2012,1614,1631.7,1588.6,1625.15,754872,2012
03-08-2012,1611.05,1618.95,1595.5,1610.4,567096,2012
06-08-2012,1628.9,1643.9,1623.85,1636.45,492323,2012
07-08-2012,1640,1695.65,1633,1667.15,679502,2012
08-08-2012,1667,1684.4,1654.55,1678.55,388306,2012
09-08-2012,1680,1709.45,1680,1691.15,301987,2012
10-08-2012,1690,1694,1665.6,1676.2,374219,2012
13-08-2012,1675,1715.3,1673.1,1708.5,197481,2012
14-08-2012,1713,1713,1672.55,1688.6,179501,2012
16-08-2012,1703,1706,1683.25,1692.75,235035,2012
17-08-2012,1694,1706.3,1680.1,1696.4,167748,2012
21-08-2012,1703,1717.4,1698,1712.35,203758,2012
22-08-2012,1708.7,1737.45,1707.2,1724.65,324654,2012
23-08-2012,1727,1736,1704.35,1710.2,221096,2012
24-08-2012,1708.95,1716.55,1689.3,1711.4,264552,2012
27-08-2012,1713,1731,1705.1,1721.35,252244,2012
28-08-2012,1728.8,1728.8,1681.5,1691.15,340905,2012
29-08-2012,1687,1687,1622.7,1624.85,741919,2012
30-08-2012,1625,1649.9,1608.6,1631.2,693839,2012
31-08-2012,1630.05,1630.05,1604.05,1617.2,466669,2012
03-09-2012,1618,1670,1618,1662.5,397171,2012
04-09-2012,1660,1669.85,1637.5,1647.45,378689,2012
05-09-2012,1642,1652,1630,1644.95,564147,2012
06-09-2012,1654,1654,1628.55,1641.85,177853,2012
07-09-2012,1650,1692.7,1649.7,1688.2,340123,2012
08-09-2012,1687.4,1694.9,1679.55,1682.7,11656,2012
10-09-2012,1676,1715,1676,1709.35,344153,2012
11-09-2012,1700,1720,1682.6,1715.35,355347,2012
12-09-2012,1720.5,1722.35,1684.3,1693.35,304131,2012
13-09-2012,1695,1728.1,1695,1714.65,271036,2012
14-09-2012,1725.1,1760,1725.1,1744.5,414035,2012
17-09-2012,1750.3,1769.5,1718.15,1738.6,462942,2012
18-09-2012,1745,1755,1734.15,1748.55,308553,2012
20-09-2012,1746.7,1804.7,1714,1790.55,596172,2012
21-09-2012,1800,1809.9,1791.4,1800.6,993193,2012
24-09-2012,1800.6,1824.5,1794.25,1809.2,571237,2012
25-09-2012,1811,1828.9,1780.1,1788.05,552813,2012
26-09-2012,1766.1,1808.05,1766.1,1798.55,267008,2012
27-09-2012,1801,1827.95,1793,1820.1,432500,2012
28-09-2012,1829,1850.1,1810.9,1830.1,246414,2012
01-10-2012,1839,1841.1,1805,1810.4,132845,2012
03-10-2012,1801,1815,1776.1,1781.25,359049,2012
04-10-2012,1794,1809,1755.25,1761.25,499428,2012
05-10-2012,1784,1806,1597.5,1751.05,540163,2012
08-10-2012,1751,1767,1745.35,1753.55,301953,2012
09-10-2012,1715,1752.6,1707.8,1746.35,502339,2012
10-10-2012,1740,1755,1729.4,1742.95,171562,2012
11-10-2012,1740,1765,1717.35,1758.65,354743,2012
12-10-2012,1742,1766.6,1737.25,1744.3,364707,2012
15-10-2012,1732.1,1763,1730.05,1752.2,177153,2012
16-10-2012,1755.3,1763.1,1744.6,1751.45,156465,2012
17-10-2012,1760.2,1775,1739,1755.25,256569,2012
18-10-2012,1760,1780,1755,1773.95,252561,2012
19-10-2012,1773,1795,1764,1772.1,333060,2012
22-10-2012,1780,1800,1753.15,1786.4,339916,2012
23-10-2012,1783,1784.95,1765.65,1769.25,89688,2012
25-10-2012,1765,1789,1752.15,1759.1,361647,2012
26-10-2012,1762,1794.9,1748,1788.05,398183,2012
29-10-2012,1790,1812.9,1789,1809.85,198848,2012
30-10-2012,1811,1818.35,1791.05,1802.15,320378,2012
31-10-2012,1800,1819.45,1794.45,1816.45,235636,2012
01-11-2012,1818,1853,1810.7,1845.95,302142,2012
02-11-2012,1855,1906,1851.6,1897.75,503203,2012
05-11-2012,1888,1898,1843.05,1858.6,374144,2012
06-11-2012,1852.25,1874.4,1832.6,1846.75,338849,2012
07-11-2012,1846.25,1873.45,1844.25,1861.85,179958,2012
08-11-2012,1847,1860,1837.2,1844.5,158945,2012
09-11-2012,1846,1872,1839,1852.05,154673,2012
12-11-2012,1875,1875,1827.3,1856.7,158188,2012
13-11-2012,1856,1857,1839.1,1842,32637,2012
15-11-2012,1830.1,1849.9,1821,1835.85,403914,2012
16-11-2012,1835.8,1853.2,1804.3,1813.55,229442,2012
19-11-2012,1815,1858.6,1805.45,1850.55,261767,2012
20-11-2012,1859.95,1862.5,1817.6,1827.7,199417,2012
21-11-2012,1826,1840.6,1815.1,1819.35,218833,2012
22-11-2012,1823,1844.95,1809.9,1815.45,140437,2012
23-11-2012,1818,1829.8,1809,1817.9,132507,2012
26-11-2012,1818.9,1836,1816.1,1821.1,385811,2012
27-11-2012,1829,1866,1829,1862.45,240430,2012
29-11-2012,1872,1977.85,1868,1950.4,918439,2012
30-11-2012,1948.9,1951,1917.6,1930.9,364596,2012
03-12-2012,1933.4,1953.3,1921,1926.95,241500,2012
04-12-2012,1927,1973.5,1913.55,1957.25,216178,2012
05-12-2012,1962,1973.95,1922.2,1929.2,293777,2012
06-12-2012,1940,1961,1925.25,1949.65,290221,2012
07-12-2012,1952,1963.9,1933.2,1940,190248,2012
10-12-2012,1926,1971.5,1926,1961.05,366036,2012
11-12-2012,1937.7,2014.5,1936.1,2006.65,936424,2012
12-12-2012,2011,2064,2011,2056.55,1214395,2012
13-12-2012,2057.95,2102.15,2045.45,2083.65,963522,2012
14-12-2012,2084.9,2105.9,2073.55,2081.4,883463,2012
17-12-2012,2078,2121,2069.15,2107.3,502058,2012
18-12-2012,2112.25,2115,2091.2,2095.55,574734,2012
19-12-2012,2106.7,2156.55,2100,2143.05,611721,2012
20-12-2012,2130,2145,2097.55,2112.8,459439,2012
21-12-2012,2100,2132,2079.85,2089.15,415560,2012
24-12-2012,2080.2,2125.45,2080.2,2106.35,313469,2012
26-12-2012,2106.35,2164.9,2104.95,2146,362683,2012
27-12-2012,2150.5,2159.8,2125.5,2134.2,351942,2012
28-12-2012,2129.8,2167.35,2124,2137.5,482900,2012
31-12-2012,2141,2151.8,2124.55,2131.15,209584,2012
01-01-2013,2147,2150,2122.5,2131.9,145037,2013
02-01-2013,2144,2215,2137.05,2202.25,561496,2013
03-01-2013,2215,2229,2205,2214.9,411809,2013
04-01-2013,2215,2216.05,2192.15,2205.6,220400,2013
07-01-2013,2203.65,2215,2186.3,2196.9,212741,2013
08-01-2013,2204,2215.5,2184.65,2198.45,276672,2013
09-01-2013,2200,2204,2150,2157.9,690334,2013
10-01-2013,2158.5,2177,2131.7,2138.15,560339,2013
11-01-2013,2145.25,2150,2105.1,2118.1,621682,2013
14-01-2013,2125,2143,2084.05,2093.35,510151,2013
15-01-2013,2088,2126.35,2078.9,2115.35,685850,2013
16-01-2013,2120,2153.7,2058.35,2076.5,1093325,2013
17-01-2013,2080,2110,2046,2052.75,795106,2013
18-01-2013,2065,2086,2046.8,2059.25,604750,2013
21-01-2013,2066.8,2066.8,2032.3,2058.1,452426,2013
22-01-2013,2058,2082.7,2055.1,2067.15,299784,2013
23-01-2013,2075,2075,2013.05,2033.25,294771,2013
24-01-2013,2032.05,2044.7,2005,2013.05,246404,2013
25-01-2013,1996,2098,1996,2080,303781,2013
28-01-2013,2084.85,2104,2065.15,2086.65,141452,2013
29-01-2013,2081,2109.35,2025.5,2031.85,241736,2013
30-01-2013,2048,2054.4,2016.85,2028.35,208916,2013
31-01-2013,2034.8,2074.9,2020.15,2027.15,512056,2013
01-02-2013,2030.3,2076.7,2030.3,2055.95,450922,2013
04-02-2013,2060,2084.3,2045.65,2064.6,375365,2013
05-02-2013,2048.65,2109,2048.65,2094.7,443426,2013
06-02-2013,2100,2118.3,2074,2081.8,479356,2013
07-02-2013,2071.1,2081.45,2057,2063.8,179174,2013
08-02-2013,2069,2094,2038.3,2046.85,432759,2013
11-02-2013,2041.4,2062.25,2032.8,2044.75,310628,2013
12-02-2013,2042.3,2084.9,2040.2,2076.15,245407,2013
13-02-2013,2075,2082.2,2015,2018.8,223590,2013
14-02-2013,2025,2026.9,1990.1,2002.6,210882,2013
15-02-2013,1995.25,2010.15,1953.8,1970.35,285502,2013
18-02-2013,1970.1,1980,1935,1946.6,244636,2013
19-02-2013,1955,1996.2,1938.95,1988.05,214900,2013
20-02-2013,1990.25,2002.4,1969.55,1982.7,320502,2013
21-02-2013,1975,2002,1970.55,1983.55,265026,2013
22-02-2013,1970,2019.9,1966.05,1993.65,219110,2013
25-02-2013,2000,2020,1975.35,2009.55,281372,2013
26-02-2013,1980,1998.9,1905,1921.6,364896,2013
27-02-2013,1937,1975.8,1910,1964.1,440033,2013
28-02-2013,1979.9,1993.8,1955.4,1973,586457,2013
01-03-2013,1973,2042.2,1947,2028.3,494169,2013
04-03-2013,2024.7,2025.45,1966.05,1989.2,499009,2013
05-03-2013,1978,1998.9,1950.7,1973.4,785020,2013
06-03-2013,1976,1986.1,1966,1973.3,404202,2013
07-03-2013,1968,2002.95,1952,1994.25,603905,2013
08-03-2013,1986.65,2022.15,1973.5,2013.45,529097,2013
11-03-2013,2016.5,2021.45,1973.95,1986.3,364827,2013
12-03-2013,1988.1,1988.15,1935.15,1955.95,435128,2013
13-03-2013,1949.75,1959,1886.45,1895.4,458436,2013
14-03-2013,1890.3,1891.6,1843,1854.8,682108,2013
15-03-2013,1860.3,1884.95,1843.25,1850.3,514417,2013
18-03-2013,1840,1862.45,1804.2,1812.1,311058,2013
19-03-2013,1822,1856,1809.25,1835.9,534689,2013
20-03-2013,1826.65,1850,1815.2,1840,397439,2013
21-03-2013,1850,1852.55,1741.8,1755.3,464790,2013
22-03-2013,1760.05,1842,1760.05,1820.65,486269,2013
25-03-2013,1836,1839,1795.8,1802.5,313615,2013
26-03-2013,1795,1810,1754.3,1801.25,294742,2013
28-03-2013,1790.95,1833.6,1760.5,1799.55,653941,2013
01-04-2013,1798,1818.25,1770.05,1781.3,362092,2013
02-04-2013,1784,1784,1740,1752.7,471386,2013
03-04-2013,1752.7,1757.25,1684.55,1692.35,644268,2013
04-04-2013,1685,1705.8,1656,1673.6,374503,2013
05-04-2013,1670.1,1721.1,1668,1701.25,531759,2013
08-04-2013,1710.75,1727.6,1680.05,1705.45,265143,2013
09-04-2013,1712.4,1721,1685,1703.45,412277,2013
10-04-2013,1692.6,1725,1692.6,1721.35,385798,2013
11-04-2013,1730,1734,1691.5,1701.65,402527,2013
12-04-2013,1685,1729.95,1680,1721,287722,2013
15-04-2013,1709,1754,1709,1724.7,487403,2013
16-04-2013,1717.3,1780,1713.35,1770.65,299096,2013
17-04-2013,1776,1805,1760,1791.7,264905,2013
18-04-2013,1792.55,1817.2,1770.8,1792.1,341542,2013
22-04-2013,1795,1816,1747.25,1762.85,249317,2013
23-04-2013,1755.05,1814.5,1755,1805,226371,2013
25-04-2013,1820,1854,1812.1,1838,320107,2013
26-04-2013,1835,1905,1832.35,1895.7,333109,2013
29-04-2013,1900,1934,1882.7,1900,257661,2013
30-04-2013,1905,1917.05,1861.1,1880.4,268297,2013
02-05-2013,1880.4,1899,1856.75,1860.05,471887,2013
03-05-2013,1860,1865,1800,1807.5,436707,2013
06-05-2013,1810.2,1841.95,1806,1827.1,162518,2013
07-05-2013,1831.35,1857.3,1817.05,1848.45,501159,2013
08-05-2013,1848,1852.2,1825,1838.65,195615,2013
09-05-2013,1840,1857.95,1821,1826.5,159331,2013
10-05-2013,1827,1861,1826.6,1858.05,296787,2013
11-05-2013,1842.05,1869.95,1842.05,1862,23464,2013
13-05-2013,1851,1867.4,1812,1819.3,156428,2013
14-05-2013,1820.25,1824,1777,1787.7,371941,2013
15-05-2013,1788,1839,1783.4,1822.05,524631,2013
16-05-2013,1834.95,1883.75,1794.6,1806.5,1656463,2013
17-05-2013,1807,1835,1783.75,1832.05,503587,2013
20-05-2013,1820.25,1878,1820.25,1863.8,574827,2013
21-05-2013,1872.95,1888,1845,1853.85,361919,2013
22-05-2013,1854.95,1869,1834,1849.35,253432,2013
23-05-2013,1855,1875.5,1804.85,1813.45,516453,2013
24-05-2013,1847,1847,1787,1804.65,366597,2013
27-05-2013,1804.3,1822.9,1753.05,1818.1,474528,2013
28-05-2013,1823.8,1848,1788.7,1840.6,422707,2013
29-05-2013,1835.3,1860,1816.2,1824.55,527462,2013
30-05-2013,1818.9,1843.7,1810.05,1837.9,330724,2013
31-05-2013,1837.9,1837.9,1791.8,1820.5,418116,2013
03-06-2013,1820.05,1820.35,1742,1759.5,454501,2013
04-06-2013,1759.5,1774.5,1739.1,1767.95,429041,2013
05-06-2013,1763,1764,1746.3,1755.9,519225,2013
06-06-2013,1749.8,1754.4,1733.4,1745.9,467062,2013
07-06-2013,1741,1750,1731.15,1745,357068,2013
10-06-2013,1753.3,1774.8,1753.25,1767,367490,2013
11-06-2013,1765.25,1789.4,1755.55,1783.2,271665,2013
12-06-2013,1784,1784,1723,1743.15,306650,2013
13-06-2013,1734.9,1734.9,1695,1708.3,454593,2013
14-06-2013,1713,1774.4,1708.3,1764.65,204276,2013
17-06-2013,1767.7,1817.6,1742.5,1808.8,398034,2013
18-06-2013,1795.25,1839.25,1779.15,1828.75,414459,2013
19-06-2013,1825.25,1840.9,1810.1,1835.65,374627,2013
20-06-2013,1814,1855,1800,1820.35,451241,2013
21-06-2013,1805.15,1837.65,1788.45,1830.05,307812,2013
24-06-2013,1830,1830,1776.05,1794.55,446107,2013
25-06-2013,1794,1810,1756.2,1799.55,657806,2013
26-06-2013,1782.8,1793.8,1760,1787.1,500188,2013
27-06-2013,1787.1,1871,1787,1838.2,1030259,2013
28-06-2013,1842.5,1940,1842.5,1923.95,794222,2013
01-07-2013,1928,1935,1886,1922.9,496573,2013
02-07-2013,1910,1969.9,1900,1913.3,592561,2013
03-07-2013,1891,1907.7,1866,1890.05,434707,2013
04-07-2013,1867.8,1894.15,1861,1876.6,406242,2013
05-07-2013,1893.4,1893.4,1870,1879.5,286679,2013
08-07-2013,1861.15,1875,1838.25,1863.05,329807,2013
09-07-2013,1875,1915,1871.15,1898.2,188148,2013
10-07-2013,1899,1917.1,1842,1862.4,399958,2013
11-07-2013,1864,1888.6,1864,1876.55,185148,2013
12-07-2013,1879.7,1881,1845.6,1869.65,208815,2013
15-07-2013,1864.7,1906.85,1850.5,1901.7,153038,2013
16-07-2013,1884.8,1918,1871.55,1907.55,332357,2013
17-07-2013,1920,1920,1880.1,1909.55,257814,2013
18-07-2013,1910,1919.8,1884.8,1896.7,183219,2013
19-07-2013,1886.5,1987.75,1862.5,1966,1609280,2013
22-07-2013,1950,2009,1947,1985.35,418429,2013
23-07-2013,2000,2009.25,1968,1975.5,415840,2013
24-07-2013,1962,2010,1954.5,2001.8,277794,2013
25-07-2013,1995.6,2029,1984.55,2001.85,505006,2013
26-07-2013,2006.95,2050,2006.95,2032.15,361112,2013
29-07-2013,2025,2050,1987.2,1996.2,142531,2013
30-07-2013,2001.1,2015,1919,1925.8,286047,2013
31-07-2013,1924,1954.65,1916.2,1934.75,1000215,2013
01-08-2013,1952.7,1966.2,1908.05,1933.8,319950,2013
02-08-2013,1935,1949,1890.2,1909.25,289389,2013
05-08-2013,1920,1920.05,1869,1875.95,214153,2013
06-08-2013,1869,1869,1790.05,1808.75,391496,2013
07-08-2013,1814.7,1825,1748.25,1771.55,557125,2013
08-08-2013,1755,1795,1751,1782.3,360718,2013
12-08-2013,1786,1817.8,1776.85,1807.6,414841,2013
13-08-2013,1806,1869.8,1796.4,1858.8,516681,2013
14-08-2013,1869.7,1913,1869.7,1908.6,472360,2013
16-08-2013,1895.25,1924.95,1827.65,1848.35,391479,2013
19-08-2013,1830.05,1834,1730.25,1763.05,419333,2013
20-08-2013,1760,1784.65,1721.05,1756.75,641187,2013
21-08-2013,1770,1805,1712.3,1734.5,470325,2013
22-08-2013,1725,1794,1702,1776.7,409880,2013
23-08-2013,1776,1796.95,1753.25,1779.6,253568,2013
26-08-2013,1788,1817.85,1752.5,1780.65,196958,2013
27-08-2013,1762,1782.75,1701.25,1727.75,431297,2013
28-08-2013,1710,1744.35,1680.05,1727.75,457301,2013
29-08-2013,1749.8,1756.3,1708,1740.45,466893,2013
30-08-2013,1740.45,1850,1708.25,1837,900898,2013
02-09-2013,1837,1870,1835.05,1856.1,272132,2013
03-09-2013,1864,1885.15,1818,1837.85,489186,2013
04-09-2013,1865,1898.8,1841,1888.75,503110,2013
05-09-2013,1904.8,1937,1889,1901,179794,2013
06-09-2013,1908,1925,1874.2,1910.85,244046,2013
10-09-2013,1929.2,1988.25,1918,1980.7,396920,2013
11-09-2013,1957,2011,1956.6,1996.5,349393,2013
12-09-2013,1982,2010.1,1970.6,1978.7,373073,2013
13-09-2013,1961.5,2013.9,1961.5,2003.4,509168,2013
16-09-2013,2011,2045.9,1982.85,2000.25,392924,2013
17-09-2013,1981.55,2024.9,1981.55,2013.4,246637,2013
18-09-2013,2005.35,2043.25,2003,2017.25,233615,2013
19-09-2013,2050,2062,2022.5,2053.15,324702,2013
20-09-2013,2055,2062.45,1980.25,1992.45,735104,2013
23-09-2013,1980.6,2013.7,1963.4,1979.1,249275,2013
24-09-2013,1975,2040,1972,2031.6,610324,2013
25-09-2013,2045,2048.8,1985,2005.35,373385,2013
26-09-2013,2006.2,2026.9,1979.95,1995.8,302620,2013
27-09-2013,2010,2024.95,1985,1993.15,434334,2013
30-09-2013,1978,2014,1978,1987.45,367076,2013
01-10-2013,2000,2037,1981.8,2020,312138,2013
03-10-2013,2050,2125,2025,2119.4,572208,2013
04-10-2013,2125,2152,2105,2117.9,339869,2013
07-10-2013,2119,2137,2093.4,2128.3,337002,2013
08-10-2013,2155.25,2160,2096.4,2116.05,275097,2013
09-10-2013,2109,2179,2101,2153.9,583959,2013
10-10-2013,2160.25,2175.9,2117.05,2141.4,1403631,2013
11-10-2013,2141.5,2165.9,2117.4,2141.1,1128733,2013
14-10-2013,2139,2141,2114.7,2137.85,173698,2013
15-10-2013,2124.45,2159.45,2111.1,2125.65,387382,2013
17-10-2013,2168,2195,2136.2,2153.3,2386073,2013
18-10-2013,2158.3,2168.55,2142.4,2153.05,435157,2013
21-10-2013,2165,2168.9,2141,2150.7,249234,2013
22-10-2013,2160,2160,2131.3,2139.7,297322,2013
23-10-2013,2149.7,2149.7,2063.25,2094.9,157062,2013
24-10-2013,2085,2121,2058,2082.3,224947,2013
25-10-2013,2080.1,2108.65,2041.95,2080.6,387226,2013
28-10-2013,2085.25,2109.4,2052.45,2070.6,319532,2013
29-10-2013,2073,2112,2055.1,2094.05,432986,2013
30-10-2013,2105.05,2147,2105.05,2136.7,270065,2013
31-10-2013,2130,2157,2111.35,2129.9,313985,2013
01-11-2013,2121.2,2143.9,2113.3,2124.9,314887,2013
03-11-2013,2150,2150,2124,2127.7,19187,2013
05-11-2013,2129,2130,2077.55,2092,336581,2013
06-11-2013,2100.05,2100.05,2040,2076.5,384191,2013
07-11-2013,2090,2109.35,2056,2101.15,353237,2013
08-11-2013,2095,2109,2056,2065.9,146711,2013
11-11-2013,2053,2055.6,2028.2,2037.85,169102,2013
12-11-2013,2030,2054.6,2015,2026.15,165926,2013
13-11-2013,2015,2062,2002.2,2021.3,226050,2013
14-11-2013,2034.7,2060,2008.45,2034.8,136260,2013
18-11-2013,2060,2060,2020,2030.05,233351,2013
19-11-2013,2030,2041.9,2003.1,2013.8,246966,2013
20-11-2013,2023.9,2024.05,1967,1974.45,265878,2013
21-11-2013,1965,1984.8,1920,1932.85,237839,2013
22-11-2013,1940.1,1950,1884,1889.35,240050,2013
25-11-2013,1906,1947,1901.5,1939.35,256110,2013
26-11-2013,1930.3,1949,1918.8,1938.6,246097,2013
27-11-2013,1941.1,1964,1924.5,1949.1,272809,2013
28-11-2013,1949.95,1979,1946.2,1950.5,276225,2013
29-11-2013,1941,1979,1941,1974.45,138619,2013
02-12-2013,1966.35,1997,1953.8,1961.4,170993,2013
03-12-2013,1959,1965,1943.5,1952.85,252930,2013
04-12-2013,1942.55,1956.8,1924,1931.75,345248,2013
05-12-2013,1970,1973,1935,1940.25,304627,2013
06-12-2013,1940,1970,1940,1950,227760,2013
09-12-2013,1987,1987.8,1956.35,1978.75,171546,2013
10-12-2013,1980,2009,1975,1987.65,243976,2013
11-12-2013,1994.95,2013.4,1984.75,1997.55,247332,2013
12-12-2013,1977.25,1978,1950,1951.4,148544,2013
13-12-2013,1911,1938,1895,1905.25,338750,2013
16-12-2013,1912,1929.6,1891,1902.15,274980,2013
17-12-2013,1912,1924.5,1857.05,1863.1,309323,2013
18-12-2013,1875,1943.3,1862.25,1928.4,427615,2013
19-12-2013,1924.95,1945,1885,1897,291251,2013
20-12-2013,1893.6,1941.9,1879.25,1931.8,301800,2013
23-12-2013,1933.3,1963.4,1933.3,1946.7,265193,2013
24-12-2013,1948.1,1994.5,1945,1990.35,193334,2013
26-12-2013,2010,2014.1,1940,1949.5,366298,2013
27-12-2013,1953.5,1965,1929.9,1934.75,209220,2013
30-12-2013,1939.35,1942.2,1893.3,1900.7,238040,2013
31-12-2013,1906,1921.15,1901.25,1910.85,131618,2013
01-01-2014,1915,1924.4,1890.3,1917.4,90587,2014
02-01-2014,1918,1928.75,1895.45,1900.05,268521,2014
03-01-2014,1893,1909,1870,1895.55,236545,2014
06-01-2014,1896,1899.9,1875,1888.3,284336,2014
07-01-2014,1880,1899.8,1880,1889.95,247757,2014
08-01-2014,1894.9,1923,1894.9,1918.3,578916,2014
09-01-2014,1914.2,1917.65,1895.1,1909.45,266751,2014
10-01-2014,1905.2,1913.45,1865,1900.3,450989,2014
13-01-2014,1895.25,1917,1887.4,1895.8,274307,2014
14-01-2014,1888,1898.6,1864.95,1870.55,261322,2014
15-01-2014,1874,1904,1871.1,1894,350260,2014
16-01-2014,1900,1917.9,1892,1907.75,683523,2014
17-01-2014,1907.75,1939,1906.3,1933.45,505335,2014
20-01-2014,1938.2,1951.8,1925.05,1931.5,240785,2014
21-01-2014,1935,1946,1927.1,1942.4,148033,2014
22-01-2014,1944,1953,1927,1949.7,230050,2014
23-01-2014,1949,1949.4,1916,1939.05,779924,2014
24-01-2014,1934.7,1938,1911.85,1931.7,584605,2014
27-01-2014,1920,1924,1890.75,1912.8,451184,2014
28-01-2014,1906.8,1948,1906.8,1944.7,342624,2014
29-01-2014,1950,1968,1907.15,1912.95,213569,2014
30-01-2014,1909,1930,1882.05,1920.85,510937,2014
31-01-2014,1915,1918.05,1891,1901.5,325157,2014
03-02-2014,1901.05,1933.4,1817.25,1830.8,208407,2014
04-02-2014,1820,1882,1793.2,1868.25,323893,2014
05-02-2014,1878,1898,1848.05,1894.7,202518,2014
06-02-2014,1890.2,1903,1862.55,1896.95,196282,2014
07-02-2014,1901.35,1939.8,1894.9,1935.35,313921,2014
10-02-2014,1930,1941.6,1910.75,1935.35,116609,2014
11-02-2014,1941.95,1945,1920.3,1936.5,196706,2014
12-02-2014,1942.7,1959.45,1897.15,1927.5,269629,2014
13-02-2014,1939.7,1939.7,1895,1902.85,115962,2014
14-02-2014,1904.7,1904.7,1818,1839.6,473215,2014
17-02-2014,1845,1869.35,1810,1845.35,369333,2014
18-02-2014,1850,1859.5,1832,1844.65,223017,2014
19-02-2014,1861,1861,1816.25,1820.9,207356,2014
20-02-2014,1815,1864,1815,1842.4,291358,2014
21-02-2014,1849,1865,1835,1862.7,182566,2014
24-02-2014,1862.7,1877.9,1850,1861.8,133340,2014
