Date,Open,High,Low,Close,Volume,Year
15-06-2010,2265.5,2300,2241,2288.1,164128,2010
16-06-2010,2294.05,2307.65,2268.5,2285.3,109074,2010
17-06-2010,2265.6,2291.5,2255,2290.1,148551,2010
18-06-2010,2295,2299.9,2261.5,2281.55,215676,2010
21-06-2010,2291.55,2325,2290,2316.85,167665,2010
22-06-2010,2290,2340,2268.8,2330.65,115865,2010
23-06-2010,2330.65,2366,2315,2351.45,128557,2010
24-06-2010,2327.6,2447.1,2327.6,2409,219113,2010
25-06-2010,2439,2439,2383.95,2413.6,143325,2010
28-06-2010,2405,2478,2396.1,2458.5,162521,2010
29-06-2010,2458,2505,2458,2483.2,346167,2010
30-06-2010,2450,2500,2442,2487.6,213477,2010
01-07-2010,2450,2508.8,2425.2,2494.55,135994,2010
02-07-2010,2491,2498.8,2445.35,2455.1,164282,2010
05-07-2010,2411.25,2497.5,2411.25,2444.95,94617,2010
06-07-2010,2429.2,2469.9,2417.05,2437.9,194285,2010
07-07-2010,2435,2454.9,2401.3,2409.65,124346,2010
08-07-2010,2414.45,2430.9,2395.1,2402.35,200644,2010
09-07-2010,2418.75,2429.9,2400,2421,110154,2010
12-07-2010,2435,2438,2396.2,2408.9,147698,2010
13-07-2010,2410,2420,2396,2400.95,103808,2010
14-07-2010,2405,2525,2400,2438.8,506203,2010
15-07-2010,2449,2510,2415.5,2422.05,241081,2010
16-07-2010,2425,2434.8,2405,2409.35,122435,2010
19-07-2010,2400,2412,2391,2400.6,102095,2010
20-07-2010,2417,2425.05,2392.1,2398.1,123673,2010
21-07-2010,2402.15,2426.95,2402.15,2413.65,259508,2010
22-07-2010,2426,2498.5,2426,2490.5,1247295,2010
23-07-2010,2520.8,2524.9,2455.15,2470.2,434393,2010
26-07-2010,2490,2546,2463,2528.45,281822,2010
27-07-2010,2529,2666.05,2529,2654.15,543573,2010
28-07-2010,2660,2718.8,2650.1,2701.65,517078,2010
29-07-2010,2712,2734.85,2627.15,2695.85,679384,2010
30-07-2010,2688,2703,2670,2688,109481,2010
02-08-2010,2700,2749.9,2700,2725.5,184668,2010
03-08-2010,2735,2754.9,2696.75,2713.2,153692,2010
04-08-2010,2718,2740,2702.5,2719.7,120542,2010
05-08-2010,2729,2765,2707,2720.85,171143,2010
06-08-2010,2722,2744.9,2703,2711.7,97708,2010
09-08-2010,2710.2,2745,2694,2705.3,108011,2010
10-08-2010,2718.8,2720.95,2641,2650.5,279053,2010
11-08-2010,2669,2669,2550,2557.65,403394,2010
12-08-2010,2550,2649.9,2534.5,2635,203219,2010
13-08-2010,2640,2678.8,2640,2659.8,185920,2010
16-08-2010,2665,2698,2617.25,2660.8,191751,2010
17-08-2010,2671.5,2692.6,2637.2,2651.25,179829,2010
18-08-2010,2660,2687,2652,2681.4,114766,2010
19-08-2010,2704,2797,2704,2753.55,412840,2010
20-08-2010,2748.95,2818.6,2735,2794.65,303601,2010
23-08-2010,2800,2808.9,2766.55,2775.3,118956,2010
24-08-2010,2780,2860,2755,2848.65,252396,2010
25-08-2010,2849,2862.95,2785.6,2798.4,192464,2010
26-08-2010,2819,2819,2770,2779.4,301086,2010
27-08-2010,2773.2,2829,2773.2,2784.4,147184,2010
30-08-2010,2812,2821.7,2775.15,2796.15,180624,2010
31-08-2010,2780,2781.7,2680.25,2731.75,376686,2010
01-09-2010,2800.05,2800.05,2736,2749.15,267995,2010
02-09-2010,2765,2804.75,2755,2783.35,280804,2010
03-09-2010,2799.25,2889.9,2790.1,2871,397449,2010
06-09-2010,2895,3029.9,2884,3004,1031242,2010
07-09-2010,3040,3070,2988,2997.4,434031,2010
08-09-2010,1501.3,1512.75,1457.4,1480.6,364405,2010
09-09-2010,1487.3,1498.85,1450,1459.4,946019,2010
13-09-2010,1468,1479,1457.1,1469.1,388852,2010
14-09-2010,1475,1512.35,1466.05,1472.35,558162,2010
15-09-2010,1475.65,1500,1464.1,1469.8,593461,2010
16-09-2010,1475.05,1479.85,1448.05,1450.7,201890,2010
17-09-2010,1458,1469,1442.2,1445.75,290122,2010
20-09-2010,1448,1466,1433,1459.15,381176,2010
21-09-2010,1478,1478,1447,1458.4,350946,2010
22-09-2010,1458.4,1464,1427.4,1443.3,325482,2010
23-09-2010,1449,1453.8,1431,1440.45,357569,2010
24-09-2010,1435,1452,1435,1448.45,276635,2010
27-09-2010,1455,1488.6,1448.5,1455.6,655687,2010
28-09-2010,1453,1468.7,1445,1450.85,342982,2010
29-09-2010,1459,1497,1456,1491.2,602713,2010
30-09-2010,1499,1510,1453.15,1469.9,1509551,2010
01-10-2010,1483.9,1553.7,1481.05,1547.45,1227714,2010
04-10-2010,1560,1590,1523,1534.75,676587,2010
05-10-2010,1534.75,1589,1534,1581.7,626141,2010
06-10-2010,1600,1615,1576,1596.35,838536,2010
07-10-2010,1604.1,1608.5,1562.5,1567.95,569318,2010
08-10-2010,1580,1585.05,1537.05,1547.25,376487,2010
11-10-2010,1553.35,1574.9,1541,1552,317440,2010
12-10-2010,1560.05,1560.05,1516.1,1523.75,229551,2010
13-10-2010,1534,1554.9,1519,1543.35,580179,2010
14-10-2010,1543.35,1558.4,1517.75,1523.7,275079,2010
15-10-2010,1522.9,1532.7,1501,1504.9,160446,2010
18-10-2010,1508,1529.5,1475.15,1519.7,427943,2010
19-10-2010,1525,1554.5,1499.5,1514.45,820662,2010
20-10-2010,1525,1538.65,1476.15,1487.15,360140,2010
21-10-2010,1504.9,1507.9,1483.45,1490.2,516303,2010
22-10-2010,1503,1503,1480.1,1486.55,215762,2010
25-10-2010,1496,1501.7,1483.5,1490.1,470099,2010
26-10-2010,1498,1510,1485.7,1498.8,280632,2010
27-10-2010,1498,1504.4,1473.5,1479.1,251033,2010
28-10-2010,1470.5,1502,1470.5,1488.95,622140,2010
29-10-2010,1497,1525,1479.15,1510.95,387939,2010
01-11-2010,1535,1543,1517.1,1530.75,516743,2010
02-11-2010,1525.1,1555,1523.1,1548.75,476305,2010
03-11-2010,1560,1592.35,1555,1582.35,545780,2010
04-11-2010,1590,1614.5,1587,1610.35,465092,2010
05-11-2010,1615,1622,1600,1614.35,69699,2010
08-11-2010,1622.85,1630,1592,1600.45,365781,2010
09-11-2010,1603,1615,1587.55,1610,286397,2010
10-11-2010,1612,1615,1560.55,1574.6,278634,2010
11-11-2010,1600,1600,1553.35,1567.8,207356,2010
12-11-2010,1560,1620.95,1552,1581.45,366423,2010
15-11-2010,1587,1614,1579.5,1590.85,225528,2010
16-11-2010,1598,1605.95,1513.35,1560.1,359416,2010
18-11-2010,1551,1585.75,1547.05,1561.2,259202,2010
19-11-2010,1566,1584.4,1548.05,1562.45,263234,2010
22-11-2010,1566.5,1604.95,1556.3,1598.1,189556,2010
23-11-2010,1589,1649.45,1573.45,1638.45,591216,2010
24-11-2010,1638.45,1665,1600.05,1611.15,475289,2010
25-11-2010,1616,1664.9,1615.9,1633.75,553817,2010
26-11-2010,1634,1639.7,1585.1,1613.25,338237,2010
29-11-2010,1602.5,1616.05,1566,1592.7,499108,2010
30-11-2010,1591,1591,1548.2,1576.6,622836,2010
01-12-2010,1576.1,1594,1562.2,1571.2,424563,2010
02-12-2010,1593,1593,1551,1574.3,568642,2010
03-12-2010,1569,1615.5,1556,1600.15,481616,2010
06-12-2010,1602.05,1623.9,1578.1,1585.45,263658,2010
07-12-2010,1587,1610,1580.35,1606.9,337664,2010
08-12-2010,1600,1610,1555.05,1565.7,316922,2010
09-12-2010,1560.15,1568,1525.3,1532.65,609800,2010
10-12-2010,1521,1521,1459.15,1490.55,1110037,2010
13-12-2010,1502,1503,1467.05,1496.85,308913,2010
14-12-2010,1502,1506.8,1476.05,1493.45,321540,2010
15-12-2010,1497,1497,1460,1470.15,449175,2010
16-12-2010,1475,1475,1430,1454.35,736330,2010
20-12-2010,1455.1,1478,1441.05,1451.5,517605,2010
21-12-2010,1465,1487,1441.1,1452.1,837077,2010
22-12-2010,1468,1468,1438.25,1444.9,549227,2010
23-12-2010,1457.65,1457.65,1437.2,1445.1,276262,2010
24-12-2010,1450,1450.05,1430,1444.9,219556,2010
27-12-2010,1450,1462.8,1445,1456.75,205415,2010
28-12-2010,1466,1474.75,1455.5,1467,310062,2010
29-12-2010,1470.1,1487.9,1460,1484.3,300716,2010
30-12-2010,1491,1491,1467.35,1480.15,399133,2010
31-12-2010,1485,1549,1480.15,1541,740992,2010
03-01-2011,1557,1564.65,1470,1476.5,982492,2011
04-01-2011,1479,1484.8,1420.65,1429.8,1781719,2011
05-01-2011,1430,1430,1368.3,1374.5,1518567,2011
06-01-2011,1383.2,1391.25,1321.7,1327.85,2462539,2011
07-01-2011,1330,1352,1302,1316.6,2314796,2011
10-01-2011,1327.9,1331.85,1256,1261.75,1396888,2011
11-01-2011,1273,1321,1273,1305.7,1530693,2011
12-01-2011,1316,1322.5,1265,1286.95,1263340,2011
13-01-2011,1292,1310,1277.45,1286.55,633826,2011
14-01-2011,1286.1,1295.2,1237.2,1246.8,582403,2011
17-01-2011,1244,1276,1223.45,1268.4,563657,2011
18-01-2011,1270.25,1299,1267.2,1294.7,508333,2011
19-01-2011,1293,1325,1275,1321.8,2156558,2011
20-01-2011,1322.1,1340,1287.6,1300.2,1113436,2011
21-01-2011,1302,1329.3,1295.3,1313.3,739175,2011
24-01-2011,1327,1338.7,1305.05,1307.35,262029,2011
25-01-2011,1315,1320.1,1286.5,1294.35,335407,2011
27-01-2011,1310,1318.4,1275,1286.15,816579,2011
28-01-2011,1289,1289,1245,1260.65,476550,2011
31-01-2011,1250,1263.8,1165.65,1245.95,444674,2011
01-02-2011,1269.6,1274.4,1236,1246.1,387073,2011
02-02-2011,1254,1262,1205,1214.3,644948,2011
03-02-2011,1214,1229.8,1201.2,1209.55,663136,2011
04-02-2011,1214,1250,1212,1226.8,796378,2011
07-02-2011,1230,1233.4,1204.4,1217.8,197837,2011
08-02-2011,1230,1254,1212.1,1239.2,501472,2011
09-02-2011,1226,1231.15,1190,1204.15,819790,2011
10-02-2011,1190,1228.3,1190,1209.9,482022,2011
11-02-2011,1200,1269,1200,1255.9,441480,2011
14-02-2011,1265,1304.9,1261.35,1298.5,451725,2011
15-02-2011,1307.4,1558.15,1291.9,1328.1,1026155,2011
16-02-2011,1335,1350,1318,1332.1,267440,2011
17-02-2011,1335,1359.2,1330.05,1351.25,499086,2011
18-02-2011,1351.25,1362.9,1325.2,1339.1,1018163,2011
21-02-2011,1330,1345,1322.85,1335.75,555142,2011
22-02-2011,1336,1352.2,1321.1,1329.8,687636,2011
23-02-2011,1326,1330,1304,1307.2,598564,2011
24-02-2011,1306,1306,1255.3,1264.3,833565,2011
25-02-2011,1292,1294.9,1245.25,1282.25,643336,2011
28-02-2011,1285,1320,1258.5,1269.15,460075,2011
01-03-2011,1276.7,1340,1276.7,1335.5,725413,2011
03-03-2011,1335,1369,1324.45,1350.1,693914,2011
04-03-2011,1384.8,1389,1367.4,1376.9,828802,2011
07-03-2011,1368,1374.9,1344.6,1365.45,391399,2011
08-03-2011,1372,1396.5,1366.05,1390.6,429662,2011
09-03-2011,1399,1419.9,1392,1417.05,696814,2011
10-03-2011,1409.7,1413.15,1393.35,1401.3,216107,2011
11-03-2011,1395,1401.3,1353,1374.15,235351,2011
14-03-2011,1370.05,1392.9,1354,1383.3,419990,2011
15-03-2011,1354.1,1388,1341.15,1365.95,221618,2011
16-03-2011,1381.85,1387.15,1366.1,1372.35,283084,2011
17-03-2011,1362,1386,1350,1358.95,158326,2011
18-03-2011,1368,1385,1350,1358.35,251842,2011
21-03-2011,1358.5,1369.25,1342.55,1355.5,154595,2011
22-03-2011,1361.9,1370,1356.25,1362,93168,2011
23-03-2011,1363,1378.05,1348.9,1359.95,211796,2011
24-03-2011,1362.55,1374.5,1346.75,1354.45,172216,2011
25-03-2011,1370,1386.5,1351,1381.2,286138,2011
28-03-2011,1390,1412.45,1385.05,1402.6,333428,2011
29-03-2011,1400,1422,1400,1406.9,327406,2011
30-03-2011,1419.9,1430,1407.1,1420.95,518724,2011
31-03-2011,1433,1474,1421.9,1463.25,976586,2011
01-04-2011,1478,1481.9,1448.05,1458.95,431413,2011
04-04-2011,1472,1474.4,1440,1456.95,446712,2011
05-04-2011,1458.7,1458.7,1433.75,1438.15,451815,2011
06-04-2011,1440,1465,1435.95,1451.6,280888,2011
07-04-2011,1459.95,1459.95,1436,1440.25,323494,2011
08-04-2011,1448.9,1450,1407.6,1416.95,371850,2011
11-04-2011,1410,1410.1,1369.6,1382.1,307606,2011
13-04-2011,1376,1404.95,1363,1398.75,443721,2011
15-04-2011,1395.25,1425,1386.25,1419.65,208812,2011
18-04-2011,1430,1453,1420.5,1437.8,451399,2011
19-04-2011,1430.2,1460.95,1419.4,1452.55,469376,2011
20-04-2011,1460,1479.4,1443,1474.4,306158,2011
21-04-2011,1480,1484.15,1460,1465,341855,2011
25-04-2011,1465,1484.2,1463,1477.7,168382,2011
26-04-2011,1477,1490,1452.6,1485.6,222698,2011
27-04-2011,1489.9,1495,1466,1474.45,274411,2011
28-04-2011,1476.55,1495,1470.95,1477.7,391248,2011
29-04-2011,1473,1500.5,1450,1474,477427,2011
02-05-2011,1478.3,1496.35,1425.25,1440.55,386419,2011
03-05-2011,1426.15,1455,1357.25,1367.15,679514,2011
04-05-2011,1362,1362,1287.45,1303.35,1205843,2011
05-05-2011,1304,1313.55,1273.7,1285.9,745379,2011
06-05-2011,1290,1325,1270,1319,446238,2011
09-05-2011,1330,1341.8,1288.1,1295.9,323265,2011
10-05-2011,1297,1326.5,1283.35,1310.85,297707,2011
11-05-2011,1315.8,1329.95,1299,1319.25,313478,2011
12-05-2011,1318.8,1340,1301.25,1308.45,377341,2011
13-05-2011,1310.1,1363,1301.3,1336.6,329942,2011
16-05-2011,1328.9,1331,1294.3,1299.65,284556,2011
17-05-2011,1302,1320,1285,1310.15,345369,2011
18-05-2011,1317.1,1329.8,1260.3,1287.4,2270962,2011
19-05-2011,1300,1309.8,1286.3,1292.9,582485,2011
20-05-2011,1298,1335.4,1294,1330.8,594444,2011
23-05-2011,1320,1323,1297.1,1305.05,363973,2011
24-05-2011,1327,1327,1301.5,1311.55,249414,2011
25-05-2011,1309,1309.1,1282.1,1290.25,514221,2011
26-05-2011,1299,1307,1285.05,1297.05,493544,2011
27-05-2011,1301,1322,1288.2,1316.5,460670,2011
30-05-2011,1320,1336,1305.15,1327.9,283192,2011
31-05-2011,1327.9,1354,1327.9,1344.5,395629,2011
01-06-2011,1346.2,1364.9,1325,1335.6,577275,2011
02-06-2011,1325,1374.8,1310.6,1368.5,669185,2011
03-06-2011,1375,1389,1367.15,1375.8,360138,2011
06-06-2011,1360,1368.9,1338,1361.7,214882,2011
07-06-2011,1360,1360,1339.4,1350.05,246553,2011
08-06-2011,1351,1352,1325,1330.9,172948,2011
09-06-2011,1338.5,1344,1321.4,1333.4,173463,2011
10-06-2011,1336,1338.8,1319.2,1324.85,222635,2011
13-06-2011,1334.9,1347.9,1328,1345.1,301987,2011
14-06-2011,1345.25,1377,1345.25,1373.65,301741,2011
15-06-2011,1378,1379.2,1362.35,1369.7,387760,2011
16-06-2011,1365,1365,1340,1344.95,340304,2011
17-06-2011,1340.25,1364.45,1331.25,1342.7,175279,2011
20-06-2011,1333,1343.7,1295,1311.8,413744,2011
21-06-2011,1320,1329,1306.25,1321.35,363199,2011
22-06-2011,1325.65,1347,1321.5,1342.45,124333,2011
23-06-2011,1344,1399.85,1326.6,1336.55,159166,2011
24-06-2011,1340,1395,1339.95,1387.75,568712,2011
27-06-2011,1391,1444,1375,1383.3,656355,2011
28-06-2011,1389.7,1425.25,1380.05,1420.1,269656,2011
29-06-2011,1394,1419,1385,1401.85,545318,2011
30-06-2011,1414.8,1420.75,1396,1407.1,621078,2011
01-07-2011,1432.1,1438.8,1405,1423.15,215369,2011
04-07-2011,1452.8,1452.8,1420,1424.45,176103,2011
05-07-2011,1425.9,1445,1422.4,1427.7,270435,2011
06-07-2011,1417,1443,1417,1437.25,242012,2011
07-07-2011,1433,1464,1428.5,1455.95,413183,2011
08-07-2011,1462.5,1476.5,1452.5,1459.8,284939,2011
11-07-2011,1460.05,1463,1439.65,1452.1,243921,2011
12-07-2011,1440.5,1455,1415,1425.85,203996,2011
13-07-2011,1435,1458,1430.2,1451.8,234212,2011
14-07-2011,1459,1463.2,1406.3,1430.7,1165031,2011
15-07-2011,1415.3,1429,1406,1422.2,308621,2011
18-07-2011,1425.65,1435,1410,1416.9,214540,2011
19-07-2011,1428.7,1443,1413.3,1434.75,271726,2011
20-07-2011,1440,1448.2,1417.05,1424.55,174533,2011
21-07-2011,1427,1433.75,1410,1419.5,213747,2011
22-07-2011,1430,1450.2,1427.55,1448.55,242857,2011
25-07-2011,1449.4,1456,1431.25,1446.4,329369,2011
26-07-2011,1446,1453.85,1417.05,1425.75,291149,2011
27-07-2011,1425,1445.05,1418.4,1434.4,301919,2011
28-07-2011,1433.5,1453,1418.25,1448.35,257304,2011
29-07-2011,1447,1482,1430.8,1469.6,520835,2011
01-08-2011,1472.5,1497.4,1472.5,1486.4,340907,2011
02-08-2011,1479.45,1504.85,1476,1484.8,355385,2011
03-08-2011,1461.1,1474,1446.55,1454.65,315262,2011
04-08-2011,1455,1459.4,1412,1419.65,242418,2011
05-08-2011,1397,1419.8,1356.25,1398.55,290820,2011
08-08-2011,1362.25,1447.3,1362.25,1415.7,439840,2011
09-08-2011,1359,1468.9,1356,1426.2,598448,2011
10-08-2011,1441,1493.65,1427.5,1486.05,589716,2011
11-08-2011,1475,1484.5,1449.95,1456.85,363465,2011
12-08-2011,1465,1468.95,1440,1454.55,423239,2011
16-08-2011,1460,1471.9,1448.5,1456.35,259015,2011
17-08-2011,1465,1473.05,1435,1452.4,236156,2011
18-08-2011,1450.25,1457.95,1403.2,1437.75,497113,2011
19-08-2011,1413,1454.5,1400.85,1427.15,450277,2011
22-08-2011,1429.8,1491.8,1401.25,1481.25,550604,2011
23-08-2011,1485,1570.5,1470,1544.85,708844,2011
24-08-2011,1559,1565.9,1491.75,1516.05,546455,2011
25-08-2011,1520.25,1560,1502.2,1517.4,624893,2011
26-08-2011,1515,1542.5,1480,1503.7,488399,2011
29-08-2011,1505,1617,1505,1573.55,1010232,2011
30-08-2011,1589,1590,1548.4,1573.55,643577,2011
02-09-2011,1639,1639.5,1586,1628.1,679766,2011
05-09-2011,1624,1689.7,1612.35,1667,712904,2011
06-09-2011,1670,1694.85,1628.1,1643.7,586133,2011
07-09-2011,1645.7,1672,1631,1640.45,407606,2011
08-09-2011,1638.2,1648.9,1601.8,1625,472420,2011
09-09-2011,1628,1650,1623.15,1625.45,297225,2011
12-09-2011,1606,1620,1565,1573.35,358546,2011
13-09-2011,1584.95,1626.65,1573.55,1600.15,389232,2011
14-09-2011,1605,1642.6,1580.5,1629.3,794550,2011
15-09-2011,1635,1642.5,1606,1628.6,316196,2011
16-09-2011,1630.25,1638.45,1610,1626.15,317907,2011
19-09-2011,1629.85,1631,1592.2,1601.95,278761,2011
20-09-2011,1607,1630,1605.3,1628.1,291674,2011
21-09-2011,1628.15,1633.5,1595.1,1603.1,263863,2011
22-09-2011,1595,1595,1536.6,1542.35,565257,2011
23-09-2011,1535,1565.6,1520.85,1548.6,508073,2011
26-09-2011,1551,1551,1485,1509,468201,2011
27-09-2011,1525,1550,1509.4,1545.4,483498,2011
28-09-2011,1545.85,1545.85,1502.3,1515.4,821979,2011
29-09-2011,1505,1548.3,1494,1539,564047,2011
30-09-2011,1530,1565.45,1514,1535.95,386423,2011
03-10-2011,1525,1548.9,1502.45,1519.5,474547,2011
04-10-2011,1519.5,1533.15,1477.2,1493.6,482145,2011
05-10-2011,1501.9,1514.5,1482.3,1497.95,289106,2011
07-10-2011,1517.4,1538.5,1489.1,1503.1,414572,2011
10-10-2011,1495.1,1572.9,1493.1,1553.55,420110,2011
11-10-2011,1568,1589.5,1568,1578.75,648631,2011
12-10-2011,1585,1616.95,1557,1586.25,626689,2011
13-10-2011,1586.5,1604.9,1577.05,1586.3,303763,2011
14-10-2011,1586.3,1639.95,1580.05,1633.4,310643,2011
17-10-2011,1648,1662.65,1626.25,1654.35,320667,2011
18-10-2011,1635,1649.95,1598.55,1607.65,261766,2011
19-10-2011,1624,1648,1621.5,1636.65,509465,2011
20-10-2011,1643,1655,1555.15,1613.55,1371301,2011
21-10-2011,1629,1654.95,1614.4,1641.3,692109,2011
24-10-2011,1662,1706,1656,1694.4,645780,2011
25-10-2011,1705,1764.8,1678.65,1751.65,515279,2011
26-10-2011,1755.25,1766,1752.1,1757.6,109807,2011
28-10-2011,1799.7,1823.55,1751,1756.7,487888,2011
31-10-2011,1763,1769.65,1721.25,1729.9,319157,2011
01-11-2011,1728.4,1750,1691,1713.5,317896,2011
02-11-2011,1705,1747.95,1700,1718.6,460966,2011
03-11-2011,1728.25,1735,1703,1727.9,203849,2011
04-11-2011,1769,1769.3,1710,1744.75,396363,2011
08-11-2011,1738,1753.9,1717.15,1724,186399,2011
09-11-2011,1735,1747,1704.3,1715,422171,2011
11-11-2011,1715,1754,1696.55,1745.55,360380,2011
14-11-2011,1757,1774.9,1732.6,1737.85,251453,2011
15-11-2011,1735,1756,1706,1716.25,220537,2011
16-11-2011,1725,1740,1690.05,1725.7,232273,2011
17-11-2011,1725,1737.8,1712.1,1718.2,239797,2011
18-11-2011,1710,1727.9,1685.05,1692.4,237212,2011
21-11-2011,1681.5,1698.75,1615,1623.25,381310,2011
22-11-2011,1629.95,1633.05,1580,1600.1,620320,2011
23-11-2011,1599,1611.95,1565.8,1600.05,434677,2011
24-11-2011,1601.8,1676.9,1567.55,1654.8,770419,2011
25-11-2011,1650,1673.8,1630.45,1639.25,711745,2011
28-11-2011,1647,1666.85,1597.65,1617.9,602501,2011
29-11-2011,1616,1656,1604.4,1649.1,637470,2011
30-11-2011,1648,1689,1631.45,1669,549026,2011
01-12-2011,1700,1729.8,1696.65,1703.85,427820,2011
02-12-2011,1695.25,1720,1678.55,1714.55,572981,2011
05-12-2011,1715.4,1725,1685.1,1700.3,294590,2011
07-12-2011,1714.9,1731.6,1688.35,1724.45,445761,2011
08-12-2011,1723.9,1739,1715,1728.1,674181,2011
09-12-2011,1719,1719,1656.5,1670.35,496143,2011
12-12-2011,1694,1694.55,1618,1631.1,383792,2011
13-12-2011,1612.35,1668,1612.35,1659.85,312977,2011
14-12-2011,1660,1685,1640.05,1649.1,585662,2011
15-12-2011,1638,1660,1626.25,1651.65,330750,2011
16-12-2011,1653,1707.9,1635.3,1650.75,646551,2011
19-12-2011,1650.75,1657.9,1626,1641.1,347378,2011
20-12-2011,1654.95,1661.85,1594.9,1600.65,497259,2011
21-12-2011,1630,1630,1567.6,1614.3,575749,2011
22-12-2011,1591,1620,1582.15,1611.75,410356,2011
23-12-2011,1620,1620,1588,1598.55,315520,2011
26-12-2011,1599.1,1619,1593.25,1611.15,199783,2011
27-12-2011,1615,1634.3,1600.95,1625.5,278288,2011
28-12-2011,1626,1642.7,1596,1609.85,270036,2011
29-12-2011,1599.95,1612.4,1594.3,1602.35,467321,2011
30-12-2011,1612,1616.4,1581.2,1591.4,253010,2011
02-01-2012,1600,1600,1442,1475.5,1562234,2012
03-01-2012,1477.7,1503.2,1450,1494.5,1571131,2012
04-01-2012,1500,1500,1414.55,1425.55,1409364,2012
05-01-2012,1425,1474,1420,1468.6,706451,2012
06-01-2012,1451.65,1473.05,1441.1,1456.75,610087,2012
07-01-2012,1468.9,1468.9,1445,1448.45,40007,2012
09-01-2012,1441,1448,1408.65,1422.35,642117,2012
10-01-2012,1425.95,1464,1425.1,1429.5,785660,2012
11-01-2012,1436.9,1464,1428,1456.9,579709,2012
12-01-2012,1463,1486,1456.9,1475.6,401787,2012
13-01-2012,1487.85,1489.15,1420.9,1430.75,781805,2012
16-01-2012,1430,1444,1407.2,1423.55,961687,2012
17-01-2012,1427.1,1462,1427.1,1452.5,844361,2012
18-01-2012,1465,1472,1440.1,1454.75,574832,2012
19-01-2012,1466.5,1482.4,1425,1467.75,1758437,2012
20-01-2012,1470,1575,1461,1561.35,2163086,2012
23-01-2012,1561.35,1591.65,1551,1574.55,678084,2012
24-01-2012,1580,1597,1555.85,1580.65,565749,2012
25-01-2012,1584.95,1609.6,1568.9,1587.85,705819,2012
27-01-2012,1598,1601.05,1524,1539.75,934981,2012
30-01-2012,1534.95,1560.95,1526,1550.2,441162,2012
31-01-2012,1569.75,1610,1532.2,1601.3,895498,2012
01-02-2012,1621,1639.8,1585.2,1610.8,567315,2012
02-02-2012,1620.3,1625,1588,1607.45,570411,2012
03-02-2012,1609,1636,1602.05,1611.85,408579,2012
06-02-2012,1633.9,1647,1615,1640.7,534972,2012
07-02-2012,1650,1660,1624.05,1636.85,499011,2012
08-02-2012,1640,1662,1631.3,1649.45,451371,2012
09-02-2012,1650,1708.75,1637.9,1701.7,462615,2012
10-02-2012,1709,1749,1702.15,1736.05,435583,2012
13-02-2012,1736.05,1764,1734,1748.15,384318,2012
14-02-2012,1753.35,1753.35,1716.6,1732.35,273347,2012
15-02-2012,1745,1765,1739,1747.7,303764,2012
16-02-2012,1727.9,1833,1720,1811.6,579458,2012
17-02-2012,1820,1824.95,1775.75,1804.35,558701,2012
21-02-2012,1790.25,1828,1790,1809.25,502041,2012
22-02-2012,1810,1840,1786.75,1803.5,548854,2012
23-02-2012,1795,1818.9,1775,1785.8,433250,2012
24-02-2012,1791,1809.95,1753,1762.9,284890,2012
27-02-2012,1760,1773.25,1681.15,1706.1,348072,2012
28-02-2012,1715,1777.25,1712.35,1766.5,256852,2012
29-02-2012,1775,1843.35,1775,1801.6,574365,2012
01-03-2012,1803.45,1818.35,1744.85,1774.2,440508,2012
02-03-2012,1798,1798,1735,1749.95,467694,2012
03-03-2012,1755,1755,1732,1737.35,13193,2012
05-03-2012,1725,1730,1693.15,1701.9,237483,2012
06-03-2012,1690,1754.9,1665,1703.95,706514,2012
07-03-2012,1718.95,1754,1690.9,1733.2,450671,2012
09-03-2012,1766,1775,1739.4,1752.85,475893,2012
12-03-2012,1760,1808.3,1753.75,1787.75,398121,2012
13-03-2012,1787.05,1804.6,1768.3,1782.95,382659,2012
14-03-2012,1798.5,1809,1754.55,1764.85,592470,2012
15-03-2012,1758,1769.75,1728.8,1736.1,225533,2012
16-03-2012,1736.1,1757.1,1715,1721.65,302574,2012
19-03-2012,1715.05,1734.3,1693.55,1710.75,224501,2012
20-03-2012,1714.9,1714.9,1665.1,1688.8,234741,2012
21-03-2012,1681.5,1739.75,1669.4,1734,252017,2012
22-03-2012,1732.95,1745,1671.5,1688.6,245862,2012
23-03-2012,1685,1743.1,1647,1709.35,293408,2012
26-03-2012,1720,1720,1653,1661.9,254243,2012
27-03-2012,1673,1682.8,1650,1662,242898,2012
28-03-2012,1668,1668,1619.95,1637.8,216604,2012
29-03-2012,1636,1661.15,1612.1,1652.7,354863,2012
30-03-2012,1660,1687.55,1649.2,1678.8,300425,2012
02-04-2012,1687,1696,1636.15,1655.2,397504,2012
03-04-2012,1664,1670,1638.65,1647.4,315878,2012
04-04-2012,1634,1647.8,1625.05,1633.45,207675,2012
09-04-2012,1629.2,1658.25,1617.05,1650.75,278437,2012
10-04-2012,1658.7,1665.9,1635,1647.55,207760,2012
11-04-2012,1648,1655,1622.3,1633.75,261929,2012
12-04-2012,1650.8,1650.8,1631,1637.85,232192,2012
13-04-2012,1635.2,1687.1,1631.45,1639.45,296474,2012
16-04-2012,1644.8,1660.35,1632.65,1649.5,141174,2012
17-04-2012,1650,1679.9,1635.15,1672.35,310645,2012
18-04-2012,1680,1735,1678,1716.05,365607,2012
19-04-2012,1726,1739.85,1719.05,1729.7,321788,2012
20-04-2012,1718.55,1758,1676.2,1708.7,277764,2012
